variable,original_item,variable_label,variable_class,variable_role_basic,is_binary_01,n_unique_nonmissing,thesis_construct_block,theoretical_model,expected_analytic_use,analysis_role,variable_level,mapping_quality,dictionary_row_id,priority_id,thesis_item_codes,add_health_target_domain,equivalence_strategy,expected_wave_priority,add_health_wave,requested_variable_name,sav_variable_name,available_in_sav,import_decision,add_health_variable_label,public_use_status,final_decision,import_priority,reviewer_notes,theoretical_block,predictor_use_group,main_n_total,main_n_nonmissing,main_pct_nonmissing,main_weighted_pct_nonmissing,main_n_unique_nonmissing,main_is_binary_01,main_availability_class,preliminary_modeling_decision,recommended_general_role,reviewer_note
a_H1FP7_yesno,H1FP7,NA,integer,candidate_binary_recode,TRUE,2,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,14,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP7,H1FP7,TRUE,import,S32BQ7 EVER BEEN PREGNANT-W1,public_use_confirmed,,1 - import first,Indicador principal de gravidez; aplicabilidade varia por sexo e skip pattern.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,896,27.49,27.09,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
a_H1FP8_yesno,H1FP8,NA,integer,candidate_binary_recode,FALSE,0,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,15,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP8,H1FP8,TRUE,import,S32BQ8 NUMBER OF PREGNANCIES-W1,public_use_confirmed,,1 - import first,Número de gravidezes; usar apenas entre elegíveis.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,0,0,0,0,FALSE,not_recommended_too_few_cases,exclude_too_few_cases,exclude_from_modeling,
num_H1CO8,H1CO8,NA,numeric,numeric_cleaned_item,TRUE,2,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,9,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO8,H1CO8,TRUE,import,S24Q8 EVER USE A CONDOM DURING SEX-W1,public_use_confirmed,,1 - import first,Uso de preservativo alguma vez durante sexo; considerar apenas elegíveis conforme skip pattern.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,402,12.34,12.5,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
num_H1CO9,H1CO9,NA,numeric,numeric_cleaned_item,FALSE,5,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,10,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO9,H1CO9,TRUE,import,S24Q9 HOW OFTEN USE CONDOM-W1,public_use_confirmed,,1 - import first,Frequência de uso de preservativo; maior valor indica maior proteção.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,246,7.55,7.88,5,FALSE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
num_H1FP7,H1FP7,NA,numeric,numeric_cleaned_item,TRUE,2,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,14,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP7,H1FP7,TRUE,import,S32BQ7 EVER BEEN PREGNANT-W1,public_use_confirmed,,1 - import first,Indicador principal de gravidez; aplicabilidade varia por sexo e skip pattern.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,896,27.49,27.09,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
num_H1FP8,H1FP8,NA,numeric,numeric_cleaned_item,FALSE,4,Pregnancy outcome,Behavioural risk / reproductive health,Outcome or key behavioural variable,reproductive_health_outcome,behavioural_or_health_outcome,direct_equivalent,15,9,Pregnancy-related outcome,Pregnancy history or pregnancy outcome,Direct or near-direct reproductive health outcome,Wave I to Wave IV,Wave I,H1FP8,H1FP8,TRUE,import,S32BQ8 NUMBER OF PREGNANCIES-W1,public_use_confirmed,,1 - import first,Número de gravidezes; usar apenas entre elegíveis.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,161,4.94,4.78,4,FALSE,not_recommended_high_missingness,exclude_high_missingness,exclude_from_modeling,
a_age_wave1,age_wave1,NA,numeric,core_control,FALSE,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,core_sociodemographic_controls,mandatory_core_control,3259,3259,100,100,8,FALSE,high_availability,candidate_for_modeling,mandatory_control_in_all_models,
a_female,female,NA,integer,core_control,TRUE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,core_sociodemographic_controls,mandatory_core_control,3259,3259,100,100,1,TRUE,high_availability,candidate_for_modeling,mandatory_control_in_all_models,
a_grade_wave1,grade_wave1,NA,numeric,core_control,FALSE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,core_sociodemographic_controls,mandatory_core_control,3259,3259,100,100,3,FALSE,high_availability,candidate_for_modeling,mandatory_control_in_all_models,
BIO_SEX,BIO_SEX,BIOLOGICAL SEX-W1,haven_labelled,original_imported_variable,FALSE,2,Demographics,Socioecological model,Control or stratification,control_variable,baseline_covariate,direct_equivalent,35,3,GEN,Sex or gender,Direct control variable,Wave I,Wave I,BIO_SEX,BIO_SEX,TRUE,import,BIOLOGICAL SEX-W1,public_use_confirmed,,2 - import second,Variável de sexo biológico; usar como controlo e estratificação por género/sexo.,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,2,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1BC8,H1BC8,S27Q8 BIRTHCONTROL=LOOKING FOR SEX-W1,haven_labelled,original_imported_variable,FALSE,5,Perceived barriers,Health Belief Model,Health Belief Model construct,health_belief_model_construct,psychosocial_construct,near_direct_equivalent,55,15,BAP1-BAP3,Barriers to condom use or prevention,Partial construct equivalence likely,Wave I to Wave III,Wave I,H1BC8,H1BC8,TRUE,import,S27Q8 BIRTHCONTROL=LOOKING FOR SEX-W1,public_use_confirmed,,2 - import second,"Barreira/atitude sobre birth control; itens estão codificados de concordância forte a discordância forte, exigindo recodificação coerente.",sociodemographic_controls,optional_sociodemographic_control,3259,3194,98.01,97.84,5,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1CO1,H1CO1,S24Q1 EVER HAVE SEX-W1,haven_labelled,original_imported_variable,TRUE,2,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,direct_equivalent,6,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO1,H1CO1,TRUE,import,S24Q1 EVER HAVE SEX-W1,public_use_confirmed,,1 - import first,Indicador principal de iniciação sexual: já teve sexo.,sociodemographic_controls,optional_sociodemographic_control,3259,3226,98.99,98.7,2,TRUE,high_availability,candidate_for_modeling,optional_control_review,
H1CO13,H1CO13,S24Q13 EVER USE BIRTHCONTROL PILLS-W1,haven_labelled,original_imported_variable,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,near_direct_equivalent,13,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO13,H1CO13,TRUE,import,S24Q13 EVER USE BIRTHCONTROL PILLS-W1,public_use_confirmed,,1 - import first,Uso de pílula anticoncecional alguma vez; mais específico que contraceção geral.,sociodemographic_controls,optional_sociodemographic_control,3259,481,14.76,14.64,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,optional_control_review,
H1CO2M,H1CO2M,S24Q2M FIRST TIMEN SEX-MONTH-W1,haven_labelled,original_imported_variable,FALSE,12,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,near_direct_equivalent,7,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO2M,H1CO2M,TRUE,import,S24Q2M FIRST TIMEN SEX-MONTH-W1,public_use_confirmed,,1 - import first,"Mês da primeira relação sexual; usar com ano para derivar idade/tempo de iniciação, se necessário.",sociodemographic_controls,optional_sociodemographic_control,3259,1656,50.81,50.73,12,FALSE,limited_availability_review_required,review_before_modeling,optional_control_review,
H1CO2Y,H1CO2Y,S24Q2Y FIRST TIME SEX-YEAR-W1,haven_labelled,original_imported_variable,FALSE,15,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,near_direct_equivalent,8,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO2Y,H1CO2Y,TRUE,import,S24Q2Y FIRST TIME SEX-YEAR-W1,public_use_confirmed,,1 - import first,"Ano da primeira relação sexual; usar para derivar idade/tempo de iniciação, se necessário.",sociodemographic_controls,optional_sociodemographic_control,3259,1665,51.09,50.83,15,FALSE,limited_availability_review_required,review_before_modeling,optional_control_review,
H1CO3,H1CO3,S24Q3 FIRST TIME SEX-USE BIRTHCONTROL-W1,haven_labelled,original_imported_variable,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,11,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO3,H1CO3,TRUE,import,S24Q3 FIRST TIME SEX-USE BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na primeira relação sexual.,sociodemographic_controls,optional_sociodemographic_control,3259,1756,53.88,53.58,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
H1CO6,H1CO6,S24Q6 MOST RECENT SEX-BIRTHCONTROL-W1,haven_labelled,original_imported_variable,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,12,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO6,H1CO6,TRUE,import,S24Q6 MOST RECENT SEX-BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na relação sexual mais recente.,sociodemographic_controls,optional_sociodemographic_control,3259,1749,53.67,53.38,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
H1CO8,H1CO8,S24Q8 EVER USE A CONDOM DURING SEX-W1,haven_labelled,original_imported_variable,TRUE,2,Condom use,Health Belief Model / Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,9,7,ISX3; APC; AEF; IPC,Condom use and intention to use condom,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO8,H1CO8,TRUE,import,S24Q8 EVER USE A CONDOM DURING SEX-W1,public_use_confirmed,,1 - import first,Uso de preservativo alguma vez durante sexo; considerar apenas elegíveis conforme skip pattern.,sociodemographic_controls,optional_sociodemographic_control,3259,402,12.34,12.5,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,optional_control_review,
H1GI20,H1GI20,S1Q20 GRADE-W1,haven_labelled,original_imported_variable,FALSE,6,Sample alignment,Socioecological model,Sample restriction,sample_filter,baseline_covariate,direct_equivalent,1,1,GRADE,School grade at Wave I,Direct sample restriction,Wave I,Wave I,H1GI20,H1GI20,TRUE,import,S1Q20 GRADE-W1,public_use_confirmed,,1 - import first,Usar para restringir a amostra principal aos graus 10-12 no Wave I.,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,3,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1MO1,H1MO1,S17Q1 IF SEX GAIN MORE RESPECT-W1,haven_labelled,original_imported_variable,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,56,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO1,H1MO1,TRUE,import,S17Q1 IF SEX GAIN MORE RESPECT-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,sociodemographic_controls,optional_sociodemographic_control,3259,3196,98.07,97.66,5,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1MO2,H1MO2,S17Q2 IF SEX LOSE PARTNER RESPECT-W1,haven_labelled,original_imported_variable,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,57,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO2,H1MO2,TRUE,import,S17Q2 IF SEX LOSE PARTNER RESPECT-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,sociodemographic_controls,optional_sociodemographic_control,3259,3183,97.67,97.21,5,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1MO3,H1MO3,S17Q3 IF SEX WOULD FEEL GUILTY-W1,haven_labelled,original_imported_variable,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,58,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO3,H1MO3,TRUE,import,S17Q3 IF SEX WOULD FEEL GUILTY-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,sociodemographic_controls,optional_sociodemographic_control,3259,3185,97.73,97.26,5,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1MO5,H1MO5,S17Q5 IF SEX LOT OF PHYSICAL PLEASURE-W1,haven_labelled,original_imported_variable,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,59,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1MO5,H1MO5,TRUE,import,S17Q5 IF SEX LOT OF PHYSICAL PLEASURE-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,sociodemographic_controls,optional_sociodemographic_control,3259,3154,96.78,96.23,5,FALSE,high_availability,candidate_for_modeling,optional_control_review,
H1SE3,H1SE3,S9Q3 RESIST SEX IF NO BIRTH CONTROL-W1,haven_labelled,original_imported_variable,FALSE,6,Self-efficacy,Theory of Planned Behaviour / Health Belief Model,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,22,16,AEF1-AEF7; EPC1-EPC3; EIS1-EIS3,"Condom, contraception and refusal self-efficacy",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1SE3,H1SE3,TRUE,import,S9Q3 RESIST SEX IF NO BIRTH CONTROL-W1,public_use_confirmed,,1 - import first,Capacidade de resistir sexo sem birth control; recodificar para maior proteção.,sociodemographic_controls,optional_sociodemographic_control,3259,3215,98.65,98.32,6,FALSE,high_availability,candidate_for_modeling,optional_control_review,
a_H1CO13_yesno,H1CO13,NA,integer,candidate_binary_recode,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,near_direct_equivalent,13,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO13,H1CO13,TRUE,import,S24Q13 EVER USE BIRTHCONTROL PILLS-W1,public_use_confirmed,,1 - import first,Uso de pílula anticoncecional alguma vez; mais específico que contraceção geral.,sociodemographic_controls,optional_sociodemographic_control,3259,481,14.76,14.64,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,optional_control_review,
a_H1CO3_yesno,H1CO3,NA,integer,candidate_binary_recode,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,11,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO3,H1CO3,TRUE,import,S24Q3 FIRST TIME SEX-USE BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na primeira relação sexual.,sociodemographic_controls,optional_sociodemographic_control,3259,1756,53.88,53.58,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
a_H1CO6_yesno,H1CO6,NA,integer,candidate_binary_recode,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,12,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO6,H1CO6,TRUE,import,S24Q6 MOST RECENT SEX-BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na relação sexual mais recente.,sociodemographic_controls,optional_sociodemographic_control,3259,1749,53.67,53.38,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
a_sex_ever,sex_ever,NA,integer,candidate_outcome,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,sociodemographic_controls,optional_sociodemographic_control,3259,3226,98.99,98.7,2,TRUE,high_availability,candidate_for_modeling,optional_control_review,
derived_age_15_19_flag,derived_age_15_19_flag,NA,logical,original_imported_variable,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,2,TRUE,high_availability,candidate_for_modeling,optional_control_review,
derived_age_wave1,derived_age_wave1,NA,numeric,original_imported_variable,FALSE,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,8,FALSE,high_availability,candidate_for_modeling,optional_control_review,
derived_grade_10_12_flag,derived_grade_10_12_flag,NA,logical,original_imported_variable,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,1,TRUE,high_availability,candidate_for_modeling,optional_control_review,
derived_grade_wave1,derived_grade_wave1,NA,numeric,original_imported_variable,FALSE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,3,FALSE,high_availability,candidate_for_modeling,optional_control_review,
num_BIO_SEX,BIO_SEX,NA,numeric,numeric_cleaned_item,FALSE,2,Demographics,Socioecological model,Control or stratification,control_variable,baseline_covariate,direct_equivalent,35,3,GEN,Sex or gender,Direct control variable,Wave I,Wave I,BIO_SEX,BIO_SEX,TRUE,import,BIOLOGICAL SEX-W1,public_use_confirmed,,2 - import second,Variável de sexo biológico; usar como controlo e estratificação por género/sexo.,sociodemographic_controls,optional_sociodemographic_control,3259,3259,100,100,2,FALSE,high_availability,candidate_for_modeling,optional_control_review,
num_H1CO1,H1CO1,NA,numeric,numeric_cleaned_item,TRUE,2,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,direct_equivalent,6,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO1,H1CO1,TRUE,import,S24Q1 EVER HAVE SEX-W1,public_use_confirmed,,1 - import first,Indicador principal de iniciação sexual: já teve sexo.,sociodemographic_controls,optional_sociodemographic_control,3259,3226,98.99,98.7,2,TRUE,high_availability,candidate_for_modeling,optional_control_review,
num_H1CO13,H1CO13,NA,numeric,numeric_cleaned_item,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,near_direct_equivalent,13,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO13,H1CO13,TRUE,import,S24Q13 EVER USE BIRTHCONTROL PILLS-W1,public_use_confirmed,,1 - import first,Uso de pílula anticoncecional alguma vez; mais específico que contraceção geral.,sociodemographic_controls,optional_sociodemographic_control,3259,481,14.76,14.64,2,TRUE,not_recommended_high_missingness,exclude_high_missingness,optional_control_review,
num_H1CO2M,H1CO2M,NA,numeric,numeric_cleaned_item,FALSE,12,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,near_direct_equivalent,7,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO2M,H1CO2M,TRUE,import,S24Q2M FIRST TIMEN SEX-MONTH-W1,public_use_confirmed,,1 - import first,"Mês da primeira relação sexual; usar com ano para derivar idade/tempo de iniciação, se necessário.",sociodemographic_controls,optional_sociodemographic_control,3259,1656,50.81,50.73,12,FALSE,limited_availability_review_required,review_before_modeling,optional_control_review,
num_H1CO2Y,H1CO2Y,NA,numeric,numeric_cleaned_item,FALSE,15,Sexual initiation,Behavioural risk model,Outcome or key behavioural variable,outcome_or_key_behaviour,behavioural_or_health_outcome,near_direct_equivalent,8,5,SEX_EVER; ISX1,Ever had sex and age at first sex,Direct or near-direct behavioural outcome,Wave I to Wave III,Wave I,H1CO2Y,H1CO2Y,TRUE,import,S24Q2Y FIRST TIME SEX-YEAR-W1,public_use_confirmed,,1 - import first,"Ano da primeira relação sexual; usar para derivar idade/tempo de iniciação, se necessário.",sociodemographic_controls,optional_sociodemographic_control,3259,1665,51.09,50.83,15,FALSE,limited_availability_review_required,review_before_modeling,optional_control_review,
num_H1CO3,H1CO3,NA,numeric,numeric_cleaned_item,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,11,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO3,H1CO3,TRUE,import,S24Q3 FIRST TIME SEX-USE BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na primeira relação sexual.,sociodemographic_controls,optional_sociodemographic_control,3259,1756,53.88,53.58,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
num_H1CO6,H1CO6,NA,numeric,numeric_cleaned_item,TRUE,2,Contraceptive use,Theory of Planned Behaviour,Outcome or key behavioural variable,protective_behaviour_or_intention,behavioural_or_health_outcome,direct_equivalent,12,8,ISX3; APC; EPC; IPC,Contraception and birth control,Direct or near-direct protective behaviour,Wave I to Wave III,Wave I,H1CO6,H1CO6,TRUE,import,S24Q6 MOST RECENT SEX-BIRTHCONTROL-W1,public_use_confirmed,,1 - import first,Uso de método de contraceção na relação sexual mais recente.,sociodemographic_controls,optional_sociodemographic_control,3259,1749,53.67,53.38,2,TRUE,limited_availability_review_required,review_before_modeling,optional_control_review,
H1CO16A,H1CO16A,S24Q16A EVER DIAGNOSED-CHLAMYDIA-W1,haven_labelled,original_imported_variable,TRUE,2,HIV/STI outcome,Health Belief Model / reproductive health,Outcome or key behavioural variable,health_outcome_or_proxy,behavioural_or_health_outcome,direct_equivalent,18,10,HIV-related outcome,"HIV, AIDS, STI, STD testing or diagnosis","Direct, proxy or related health outcome depending on public-use availability",Wave I to Wave III,Wave I,H1CO16A,H1CO16A,TRUE,import,S24Q16A EVER DIAGNOSED-CHLAMYDIA-W1,public_use_confirmed,,1 - import first,Diagnóstico autorreportado de chlamydia; pode compor índice STI.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,1763,54.1,53.8,2,TRUE,limited_availability_review_required,review_before_modeling,review,
H1CO16C,H1CO16C,S24Q16A EVER DIAGNOSED-GONORRHEA-W1,haven_labelled,original_imported_variable,TRUE,2,HIV/STI outcome,Health Belief Model / reproductive health,Outcome or key behavioural variable,health_outcome_or_proxy,behavioural_or_health_outcome,direct_equivalent,19,10,HIV-related outcome,"HIV, AIDS, STI, STD testing or diagnosis","Direct, proxy or related health outcome depending on public-use availability",Wave I to Wave III,Wave I,H1CO16C,H1CO16C,TRUE,import,S24Q16A EVER DIAGNOSED-GONORRHEA-W1,public_use_confirmed,,1 - import first,Diagnóstico autorreportado de gonorrhea; pode compor índice STI.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,1764,54.13,53.84,2,TRUE,limited_availability_review_required,review_before_modeling,review,
H1CO16D,H1CO16D,S24Q16A EVER DIAGNOSED-HIV/AIDS-W1,haven_labelled,original_imported_variable,TRUE,2,HIV/STI outcome,Health Belief Model / reproductive health,Outcome or key behavioural variable,health_outcome_or_proxy,behavioural_or_health_outcome,direct_equivalent,16,10,HIV-related outcome,"HIV, AIDS, STI, STD testing or diagnosis","Direct, proxy or related health outcome depending on public-use availability",Wave I to Wave III,Wave I,H1CO16D,H1CO16D,TRUE,import,S24Q16A EVER DIAGNOSED-HIV/AIDS-W1,public_use_confirmed,,1 - import first,Diagnóstico autorreportado de HIV/AIDS; usar com cautela devido a baixa frequência/muitos skips.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,1764,54.13,53.84,2,TRUE,limited_availability_review_required,review_before_modeling,review,
H1PA6,H1PA6,S34Q6 DAD-USE OF BIRTHCONTROL-W1,haven_labelled,original_imported_variable,FALSE,5,Attitudes,Theory of Planned Behaviour,Theory of Planned Behaviour construct,planned_behaviour_construct,psychosocial_construct,near_direct_equivalent,61,17,AIS1-AIS3; APC1-APC3,"Attitudes toward sex, condom and contraception",Construct-level equivalence likely,Wave I to Wave III,Wave I,H1PA6,H1PA6,TRUE,import,S34Q6 DAD-USE OF BIRTHCONTROL-W1,public_use_confirmed,,2 - import second,Atitude ou norma familiar relacionada com sexo/birth control; avaliar direção item a item antes de construir índice.,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,3259,2153,66.06,67.82,5,FALSE,moderate_availability,review_before_modeling,review,
